time,headline,indico_score
2014-08-30T16:40:50Z,Top Bitcoin Proponent to Plead Guilty to Federal Charge,0.4805495350534601
2014-09-01T00:00:00Z,"Hal Finney, Cryptographer and Bitcoin Pioneer, Dies at 58",0.3920477457471806
2014-09-04T02:17:12Z,2 Bitcoin Operators Plead Guilty in Silk Road Case,0.5556075408460897
2014-09-04T17:13:16Z,Bitcoin Promoter Pleads Guilty to Unlicensed Use of Currency,0.45307159800847924
2014-09-04T19:41:39Z,"Charles Shrem, Bitcoin Supporter, Pleads Guilty in Court",0.5098309554924635
2014-09-08T16:40:57Z,"Braintree, Popular Payments Processor, to Accept Bitcoin",0.43949575399000124
2014-09-10T18:02:24Z,Coinbase Extends Bitcoin Access to International Customers,0.2827381950577204
2014-09-11T09:16:33Z,"Bank of England Sees Bitcoin Fraud Risk, Deflation Danger",0.4886590642042401
2014-09-12T08:48:17Z,Bitcoin Gets Boost as U.S. Watchdog Approves First Swap,0.5510507522932083
2014-09-15T06:33:28Z,Coroner: Bitcoin Exchange CEO Committed Suicide,0.48336850278608706
2014-09-19T13:01:44Z,U.S. Judge Awards $40.7 Million in SEC Case Over Bitcoin Ponzi Scheme,0.5744133541351786
2014-09-23T10:43:28Z,U.S. Court Halts Bitcoin Mining Operation Butterfly Labs: FTC,0.530637888811098
2014-09-24T09:16:52Z,Federal Government Sues Kansas Bitcoin Business,0.6273524992990882
2014-10-03T00:00:00Z,Financial Wild West,0.8010348413835636
2014-10-03T10:58:32Z,Bitcoin Operator Allowed to Resume Some Business,0.488555896116758
2014-10-05T16:38:48Z,Price of Bitcoin Tumbles,0.5545762722635762
2014-10-06T23:00:21Z,Blockchain Is Latest Bitcoin Start-Up to Lure Big Investment,0.5189669957289085
2014-10-13T10:43:08Z,Senate Adviser Jumps to Bitcoin Start-Up Coinbase,0.42476007784183734
2014-10-14T18:17:06Z,NY State Says Bitcoin Software Developers Don't Need License,0.31649347718013054
2014-10-28T17:02:21Z,Former S.E.C. Chairman to Advise Two Prominent Bitcoin Companies,0.3003121483713782
2014-10-30T08:55:42Z,UK charity cashes in on Bitcoin trend,0.3249361074746938
2014-10-30T13:16:54Z,"Bitcoin Foundation's Executive Director, Jon Matonis, Resigns",0.5091899938921101
2014-11-06T11:54:18Z,US Announces 1st Bitcoin Securities Fraud Case,0.2759025081829106
2014-11-06T12:31:48Z,Texan Charged in First Bitcoin Securities Fraud Ponzi Case,0.18625487905520882
2014-11-17T15:53:03Z,Another Bitcoin Auction to Be Held by U.S. Marshals,0.48356675174290115
2014-11-25T23:30:30Z,Trustee Moves to Repay Creditors in Mt. Gox Bitcoin Exchange,0.4195793219387304
2014-11-26T04:54:29Z,Bitcoin Exchange Kraken to Help in Mt. Gox Bankruptcy,0.502098017753967
2014-12-02T01:56:11Z,Australia Probes Bitcoin Crime Links as Currency Craves Legitimacy,0.5418741502871861
2014-12-04T17:15:50Z,Second Bitcoin Auction Draws Fewer Bidders,0.6359362989086595
2014-12-05T17:06:04Z,Venture Capitalist Tim Draper Wins Part of U.S. Bitcoin Auction,0.4953615699191926
2014-12-05T17:59:18Z,Venture Capitalist Tim Draper Wins Small Piece of Bitcoin Auction,0.5066256438733349
2014-12-08T14:25:17Z,Operator of Bitcoin Stock Exchange Penalized by U.S. SEC,0.4654335809696076
2014-12-09T09:50:51Z,Operator of Bitcoin Stock Exchange Penalized by U.S. SEC,0.4654335809696076
2014-12-09T12:26:43Z,"Bitcoin Trust Wins 48,000 Bitcoins Auctioned by U.S. Marshals",0.45120511284620934
2014-12-11T00:01:47Z,"Ex-JPMorgan Executive to Join Circle, a Digital Currency Start-Up",0.5666991281915786
2014-12-11T15:34:35Z,"All the Rage a Year Ago, Bitcoin Sputters as Adoption Stalls",0.4548148325924906
2014-12-16T12:07:53Z,Time Inc. Begins Accepting Bitcoin Payments,0.535141876004837
2014-12-18T11:40:12Z,New York Regulator Lays Out Tweaks to Bitcoin Rules,0.7530782221511909
2014-12-18T13:35:11Z,New York Regulator Outlines Changes to Bitcoin Rules,0.6010598887624422
2014-12-19T16:19:37Z,Bitcoin Backer Gets Two Years Prison for Illicit Transfers,0.5594671910964798
2014-12-27T00:02:08Z,NC State Wins Bitcoin Bowl to Cap Turnaround Year,0.7182919921030388
2014-12-31T22:48:14Z,The Rise And Rise Of Bitcoin,0.6432609507245688
2015-01-02T17:34:27Z,Bitcoin Foundation Parts Ways With Its Global Policy Counsel,0.5575016252109304
2015-01-06T05:44:54Z,Bitcoin Exchange Bitstamp Suspends Service After Security Breach,0.4676228801252826
2015-01-06T12:46:23Z,Jitters After Bitcoin Exchange Suspends Services,0.4891268980586045
2015-01-07T04:55:49Z,Bitcoin Exchange Bitstamp Says to Resume Trading Within 24 Hours,0.42623620564017367
2015-01-09T05:43:25Z,Bitcoin Exchange Bitstamp Says to Resume Trading on Friday,0.5002868702868867
2015-01-09T16:28:33Z,Bitcoin Exchange Bitstamp Resumes Services,0.5073293191853394
2015-01-09T18:40:22Z,Overstock.com Installs Bitcoin ATM at Utah Headquarters,0.46520066638020297
2015-01-12T01:04:34Z,Accused Silk Road Creator Goes to Trial Amid U.S. Scrutiny of Bitcoin,0.5749063122475431
2015-01-12T15:44:31Z,Bitcoin Storage Firm Secures 'Big Four' Financial Accreditation,0.7073024692489018
2015-01-16T00:00:00Z,Focus Is on Bitcoin Trader at Trial Over Silk Road Black Market,0.572519486303017
2015-01-16T12:50:56Z,Bitcoin Is a Victim of Disinflation,0.36493000866495245
2015-01-20T08:59:48Z,"Coinbase, a Bitcoin Start-Up, Raises $75 Million in Vote of Confidence",0.7264240384736221
2015-01-20T22:00:09Z,4 Years in Prison for Bitcoin Exchanger Who Helped Silk Road,0.660273671705288
2015-01-22T22:10:57Z,Winklevoss Twins Aim to Take Bitcoin Mainstream,0.6323033668402733
2015-01-23T00:08:29Z,Winklevoss Twins Aim to Take Bitcoin Mainstream With a Regulated Exchange: NYT,0.5730478968482761
2015-01-23T07:21:31Z,Morning Agenda: Winklevosses Plan Bitcoin Exchange,0.2710471682159219
2015-01-26T15:16:08Z,U.S. Bitcoin Exchange Makes Debut,0.6321168637125703
2015-01-26T18:37:26Z,Winklevoss Twins Expect First Quarter Debut of Bitcoin Exchange,0.5261769983465192
2015-01-27T12:58:47Z,Winklevoss Twins Expect First Quarter Debut of Bitcoin Exchange,0.5261769983465192
2015-01-28T10:15:25Z,"Coinbase, a Bitcoin Exchange, Is Operating Without Licenses So Far",0.5805786555238067
2015-02-09T23:21:44Z,Hong Kong Warns Over Digital Currencies Amid Alleged Bitcoin Fraud,0.28644710881644053
2015-02-11T11:30:00Z,Hong Kong Issues Warning About Bitcoin,0.44976034776427454
2015-02-12T05:18:34Z,Hong Kong bitcoin scandal leaves investors in the dark,0.7102722078479434
2015-02-12T12:10:36Z,Larry Summers Likes the Idea of Bitcoin,0.5464618312626569
2015-02-13T01:30:28Z,Regulator Raps Australian Bitcoin IPO Hopeful for China Social Media Marketing,0.3852618043838261
2015-02-18T13:12:04Z,U.S. Announces Third Bitcoin Auction,0.3986729002121575
2015-02-18T22:00:03Z,Digital Currency,0.4850020350503454
2015-03-02T00:00:00Z,Data Security Is Becoming the Sparkle in Bitcoin,0.5422462455356684
2015-03-05T11:24:55Z,U.S. Third Bitcoin Auction Spurs More Demand With 34 Bids,0.39511211850201877
2015-03-06T00:00:00Z,U.S. Auction Suggests Lingering Interest in Bitcoin,0.39557196231062675
2015-03-10T14:31:24Z,Bitcoin Exchange itBit Says It Won Part of Bitcoin Auction,0.3559776803708976
2015-03-10T21:16:43Z,Investors Put $116 Million in Bitcoin Startup 21 Inc: WSJ,0.5833892896910858
2015-03-12T00:00:00Z,Former JPMorgan Executive Blythe Masters Joins Bitcoin-Related Start-Up,0.5666470076452715
2015-03-12T16:26:23Z,Exclusive: IBM Looking at Adopting Bitcoin Technology for Major Currencies,0.44478778032971145
2015-03-18T07:36:30Z,Swedish Crowdfunding Platform Launches Bitcoin Pilot,0.6534674817815569
2015-03-18T11:16:17Z,"In Boon for Bitcoin, UK to Regulate Digital Currency Exchanges",0.5637412889640806
2015-03-23T17:22:25Z,Nasdaq to Provide Trading Technology for Bitcoin Marketplace: WSJ,0.4393284576712373
2015-03-30T12:51:14Z,Federal Agents Charged With Stealing Digital Currency,0.3799091791966569
2015-03-30T12:51:17Z,Former U.S. Agents Charged for Bitcoin Theft During Silk Road Probe,0.3761915869010301
