2015-01-22T22:10:57Z,"Winklevoss Twins Aim to Take Bitcoin Mainstream"
2015-01-23T00:08:29Z,"Winklevoss Twins Aim to Take Bitcoin Mainstream With a Regulated Exchange: NYT"
2015-01-23T07:21:31Z,"Morning Agenda: Winklevosses Plan Bitcoin Exchange"
2015-01-26T15:16:08Z,"U.S. Bitcoin Exchange Makes Debut"
2015-01-26T18:37:26Z,"Winklevoss Twins Expect First Quarter Debut of Bitcoin Exchange"
2015-01-27T12:58:47Z,"Winklevoss Twins Expect First Quarter Debut of Bitcoin Exchange"
2015-01-28T10:15:25Z,"Coinbase, a Bitcoin Exchange, Is Operating Without Licenses So Far"
2015-02-09T23:21:44Z,"Hong Kong Warns Over Digital Currencies Amid Alleged Bitcoin Fraud"
2015-02-11T11:30:00Z,"Hong Kong Issues Warning About Bitcoin"
2015-02-12T05:18:34Z,"Hong Kong bitcoin scandal leaves investors in the dark"
2015-02-12T12:10:36Z,"Larry Summers Likes the Idea of Bitcoin"
2015-02-13T01:30:28Z,"Regulator Raps Australian Bitcoin IPO Hopeful for China Social Media Marketing"
2015-02-18T13:12:04Z,"U.S. Announces Third Bitcoin Auction"
2015-03-02T00:00:00Z,"Data Security Is Becoming the Sparkle in Bitcoin"
2015-03-05T11:24:55Z,"U.S. Third Bitcoin Auction Spurs More Demand With 34 Bids"
2015-03-06T00:00:00Z,"U.S. Auction Suggests Lingering Interest in Bitcoin"
2015-03-10T14:31:24Z,"Bitcoin Exchange itBit Says It Won Part of Bitcoin Auction"
2015-03-10T21:16:43Z,"Investors Put $116 Million in Bitcoin Startup 21 Inc: WSJ"
2015-03-12T00:00:00Z,"Former JPMorgan Executive Blythe Masters Joins Bitcoin-Related Start-Up"
2015-03-12T16:26:23Z,"Exclusive: IBM Looking at Adopting Bitcoin Technology for Major Currencies"
2015-03-18T07:36:30Z,"Swedish Crowdfunding Platform Launches Bitcoin Pilot"
2015-03-18T11:16:17Z,"In Boon for Bitcoin, UK to Regulate Digital Currency Exchanges"
2015-03-23T17:22:25Z,"Nasdaq to Provide Trading Technology for Bitcoin Marketplace: WSJ"
